"node","degree","betweenness","eigen","closeness","local.cc","sw.measure.TJHBL","density","diameter","av.pl","av.deg","nodes","edges","avg.local.cc","avg.local.transitivity","n.components"
1,39,26,0.609225383391658,0.629,0.532,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
2,39,25,0.619727375562437,0.629,0.547,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
3,50,45,0.784005643488135,0.676,0.516,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
4,48,36,0.769867365873879,0.667,0.547,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
5,49,42,0.765908154400474,0.671,0.526,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
6,42,29,0.659963962046583,0.641,0.541,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
7,50,41,0.799111352562657,0.676,0.545,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
8,41,27,0.65036580249215,0.637,0.546,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
9,46,37,0.721337348481476,0.658,0.524,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
10,46,41,0.701713887139834,0.658,0.491,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
11,51,47,0.795145854287031,0.68,0.521,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
12,43,30,0.686513242925078,0.645,0.535,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
13,48,36,0.762901684934872,0.667,0.554,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
14,48,41,0.751609854866515,0.667,0.512,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
15,43,30,0.681586001115765,0.645,0.547,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
16,44,32,0.695647271761919,0.649,0.533,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
17,57,62,0.875168429577342,0.709,0.499,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
18,44,34,0.689998360091986,0.649,0.512,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
19,38,25,0.597035922422005,0.625,0.505,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
20,50,41,0.789897880466524,0.676,0.537,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
21,49,40,0.770536991518951,0.671,0.537,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
22,48,41,0.758191125669066,0.667,0.517,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
23,50,47,0.77200085797449,0.676,0.5,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
24,54,52,0.847298764317577,0.694,0.516,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
25,46,35,0.725331912697493,0.658,0.539,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
26,48,42,0.745816800597478,0.667,0.518,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
27,47,35,0.7509078931645,0.662,0.542,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
28,50,40,0.796144090132686,0.676,0.549,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
29,45,35,0.711875977545302,0.654,0.524,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
30,58,56,0.921797313855153,0.714,0.537,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
31,56,54,0.877547925118272,0.704,0.53,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
32,49,43,0.76621330798812,0.671,0.526,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
33,51,44,0.80692622216562,0.68,0.533,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
34,53,47,0.837397570809068,0.69,0.538,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
35,42,28,0.669195843166047,0.641,0.54,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
36,50,43,0.79046039234109,0.676,0.528,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
37,58,58,0.914940911499743,0.714,0.533,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
38,57,57,0.893893450204633,0.709,0.527,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
39,61,74,0.932623356743882,0.73,0.489,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
40,59,56,0.942866793047879,0.719,0.541,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
41,51,43,0.805224467767671,0.68,0.54,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
42,51,45,0.80496013238271,0.68,0.525,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
43,54,51,0.847131678941575,0.694,0.526,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
44,49,44,0.757366692405477,0.671,0.512,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
45,62,67,0.976083669658247,0.735,0.531,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
46,54,43,0.874811221213627,0.694,0.567,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
47,48,39,0.757748379035845,0.667,0.536,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
48,49,37,0.791105160311161,0.671,0.554,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
49,58,58,0.910297435721689,0.714,0.529,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
50,56,59,0.872499081892524,0.704,0.504,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
51,49,36,0.791644297586182,0.671,0.564,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
52,51,45,0.802366611688924,0.68,0.524,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
53,46,34,0.732399093699295,0.658,0.543,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
54,51,46,0.800597260487231,0.68,0.516,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
55,45,36,0.701132867432876,0.654,0.522,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
56,55,59,0.84259774968713,0.699,0.499,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
57,57,50,0.915749614870714,0.709,0.558,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
58,53,48,0.830810368090781,0.69,0.533,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
59,50,40,0.79681413553967,0.676,0.551,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
60,53,49,0.834569617433899,0.69,0.529,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
61,59,58,0.934360097635079,0.719,0.542,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
62,53,44,0.849861878546648,0.69,0.547,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
63,41,27,0.655191529780343,0.637,0.537,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
64,45,34,0.712882871843785,0.654,0.53,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
65,64,77,0.986678348648744,0.746,0.506,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
66,48,39,0.75729225336658,0.667,0.535,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
67,53,50,0.83006519122309,0.69,0.517,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
68,52,47,0.820055541201199,0.685,0.525,-0.0820204081632654,0.525252525252525,2,1.47474747474747,52,100,2600,0.53019,0.530182209468224,1
