"node","degree","betweenness","eigen","closeness","local.cc","sw.measure.TJHBL","density","diameter","av.pl","av.deg","nodes","edges","avg.local.cc","avg.local.transitivity","n.components"
1,51,40,0.930385881469724,0.68,0.728,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
2,52,41,0.949421413623061,0.685,0.725,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
3,53,48,0.967282602867311,0.69,0.707,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
4,53,54,0.968591897155992,0.69,0.674,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
5,51,41,0.93261006245382,0.68,0.714,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
6,52,40,0.949617620230613,0.685,0.729,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
7,52,44,0.950204010481621,0.685,0.71,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
8,53,46,0.967491310104211,0.69,0.711,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
9,51,40,0.931774727668476,0.68,0.722,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
10,51,48,0.932228746749268,0.68,0.683,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
11,52,49,0.949894532731762,0.685,0.692,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
12,52,45,0.950012054508702,0.685,0.708,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
13,52,41,0.949124005186811,0.685,0.728,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
14,53,47,0.966251111537263,0.69,0.705,-0.432816326530612,0.525252525252525,2,1.47474747474747,52,100,2600,0.70208,0.702064934503217,1
