"node","degree","betweenness","eigen","closeness","local.cc","sw.measure.TJHBL","density","diameter","av.pl","av.deg","nodes","edges","avg.local.cc","avg.local.transitivity","n.components"
1,33,51,0.942128457473468,0.532,0.725,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
2,35,152,0.996166621428127,0.592,0.655,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
3,35,115,0.994648644832327,0.592,0.676,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
4,34,101,0.971044854287889,0.568,0.677,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
5,32,57,0.913680206718155,0.526,0.71,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
6,34,61,0.968485450606657,0.538,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
7,32,93,0.917673971248557,0.568,0.661,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
8,34,62,0.970574478673163,0.541,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
9,34,56,0.971678292564268,0.541,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
10,34,60,0.971177254928543,0.543,0.717,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
11,34,54,0.972190566256047,0.541,0.717,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
12,34,57,0.971593201364483,0.535,0.717,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
13,33,84,0.943732624817428,0.575,0.688,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
14,35,123,0.998441450446502,0.595,0.676,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
15,35,133,0.997697378405219,0.61,0.677,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
16,34,60,0.970322873313441,0.529,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
17,35,106,0.997633497987153,0.595,0.677,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
18,34,54,0.970981218279664,0.532,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
19,34,55,0.971593526602513,0.532,0.72,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
20,33,74,0.945152314390485,0.549,0.716,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
21,35,74,0.997284415279775,0.556,0.696,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
22,33,59,0.941148483158575,0.529,0.727,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
23,34,63,0.970161901568162,0.535,0.722,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
24,35,73,0.99741092032885,0.552,0.703,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
25,34,64,0.971887833549773,0.538,0.724,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
26,35,116,1,0.588,0.682,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
27,34,61,0.970425696733542,0.543,0.724,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
28,35,125,0.996815167240467,0.606,0.681,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
29,34,51,0.969000482436492,0.543,0.722,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
30,34,49,0.968647798220601,0.546,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
31,34,53,0.968965553953886,0.549,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
32,34,59,0.967730083041536,0.546,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
33,34,64,0.965744791587251,0.546,0.717,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
34,34,112,0.966455238690798,0.585,0.681,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
35,35,112,0.991785998459834,0.578,0.682,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
36,34,67,0.963569161050555,0.538,0.717,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
37,34,160,0.964208454857321,0.602,0.652,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
38,34,61,0.964128663807436,0.535,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
39,33,63,0.933908864224849,0.532,0.714,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
40,34,90,0.963164292490215,0.552,0.684,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
41,34,57,0.960567079526619,0.538,0.713,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
42,35,111,0.986027901720884,0.585,0.671,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
43,35,162,0.98843127998568,0.61,0.64,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
44,32,58,0.902623033063075,0.535,0.694,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
45,33,118,0.931387103816459,0.599,0.655,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
46,34,157,0.9620751450664,0.61,0.626,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
47,34,139,0.959243544423588,0.606,0.643,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
48,34,64,0.954859219431686,0.538,0.711,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
49,34,59,0.955179968246572,0.538,0.713,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
50,33,58,0.928180038860658,0.529,0.708,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
51,34,53,0.954539935067907,0.538,0.713,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
52,34,57,0.954235387334438,0.538,0.713,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
53,34,51,0.953979978468279,0.535,0.715,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
54,35,95,0.98208397105018,0.595,0.676,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
55,34,52,0.95425352387468,0.535,0.715,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
56,32,45,0.89834576483344,0.532,0.726,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
57,34,115,0.957508674835705,0.599,0.658,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
58,33,54,0.928027254243154,0.538,0.699,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
59,34,53,0.95451317418465,0.546,0.713,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
60,35,76,0.981243783311624,0.556,0.694,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
61,33,106,0.925880839635083,0.585,0.678,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
62,34,54,0.953010813724217,0.538,0.717,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
63,34,56,0.953063334124257,0.532,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
64,35,74,0.980716195161805,0.546,0.697,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
65,33,54,0.925892254059799,0.521,0.718,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
66,35,87,0.980196954877389,0.556,0.687,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
67,34,53,0.953682573341138,0.529,0.713,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
68,34,132,0.957380778936573,0.61,0.665,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
69,34,73,0.955791137886166,0.552,0.697,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
70,35,79,0.982842553489506,0.571,0.677,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
71,34,51,0.955547562374707,0.532,0.713,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
72,35,110,0.981808571013107,0.585,0.671,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
73,34,175,0.956958466589447,0.599,0.638,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
74,35,78,0.984647844483173,0.559,0.684,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
75,34,73,0.958760186467355,0.549,0.69,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
76,33,59,0.930494366674934,0.532,0.706,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
77,34,56,0.959031269681612,0.541,0.713,-0.509734201102273,0.343434343434343,3,1.81555555555556,34,100,1700,0.69686,0.696879129804414,1
