"node","degree","betweenness","eigen","closeness","local.cc","sw.measure.TJHBL","density","diameter","av.pl","av.deg","nodes","edges","avg.local.cc","avg.local.transitivity","n.components"
1,42,27,0.66033819826689,0.641,0.555,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
2,53,48,0.813874896275762,0.69,0.527,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
3,40,28,0.606858779606503,0.633,0.514,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
4,47,36,0.727141198765658,0.662,0.541,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
5,51,45,0.784476783419767,0.68,0.521,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
6,42,32,0.640275295179788,0.641,0.51,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
7,49,42,0.748898706709094,0.671,0.523,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
8,44,30,0.687174664946703,0.649,0.564,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
9,48,38,0.746298563162324,0.667,0.535,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
10,42,29,0.646415648761258,0.641,0.534,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
11,46,40,0.692991226496106,0.658,0.501,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
12,53,49,0.813098968397022,0.69,0.522,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
13,42,29,0.653067169516524,0.641,0.544,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
14,48,41,0.736548888569406,0.667,0.52,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
15,48,39,0.740192241889092,0.667,0.531,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
16,52,48,0.794164200926474,0.685,0.521,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
17,47,36,0.731084665110808,0.662,0.536,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
18,48,36,0.74883853337149,0.667,0.559,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
19,49,41,0.757209266801251,0.671,0.522,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
20,61,66,0.932478173244786,0.73,0.524,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
21,48,37,0.743506356309592,0.667,0.55,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
22,53,51,0.806416711862414,0.69,0.512,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
23,58,60,0.88640818038096,0.714,0.517,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
24,45,38,0.680517747738635,0.654,0.5,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
25,48,42,0.727181563802539,0.667,0.512,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
26,63,67,0.974834923066512,0.741,0.534,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
27,50,44,0.762723671802431,0.676,0.525,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
28,54,56,0.811125834401347,0.694,0.5,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
29,54,53,0.824351132853316,0.694,0.509,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
30,44,32,0.67853354437056,0.649,0.532,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
31,56,54,0.865570380681837,0.704,0.529,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
32,48,40,0.741201136758728,0.667,0.517,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
33,46,38,0.706308940119688,0.658,0.51,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
34,47,40,0.712848463880356,0.662,0.517,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
35,41,27,0.639586398036358,0.637,0.54,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
36,48,40,0.736248115206403,0.667,0.527,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
37,57,56,0.88010052409323,0.709,0.526,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
38,45,35,0.688833337019102,0.654,0.527,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
39,48,43,0.72376467172767,0.667,0.504,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
40,52,48,0.792243633380871,0.685,0.515,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
41,49,43,0.747837758491778,0.671,0.516,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
42,51,44,0.785839689842061,0.68,0.529,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
43,63,67,0.972869743872511,0.741,0.537,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
44,53,50,0.810836294460641,0.69,0.516,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
45,53,47,0.822081161940646,0.69,0.538,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
46,43,33,0.659478993004641,0.645,0.505,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
47,47,34,0.736257359652493,0.662,0.549,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
48,52,47,0.797527175622549,0.685,0.522,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
49,56,52,0.86853001446812,0.704,0.536,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
50,64,69,0.986845470749847,0.746,0.535,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
51,59,61,0.903848456276704,0.719,0.523,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
52,47,39,0.71625151854622,0.662,0.522,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
53,55,48,0.860086537494811,0.699,0.548,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
54,52,45,0.812653201564282,0.685,0.538,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
55,53,44,0.83372811524789,0.69,0.552,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
56,52,44,0.806755411912497,0.685,0.544,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
57,47,41,0.712600370651492,0.662,0.506,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
58,50,45,0.763169317659599,0.676,0.512,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
59,51,45,0.781178955126596,0.68,0.53,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
60,42,30,0.653891006611522,0.641,0.515,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
61,57,57,0.875783558472552,0.709,0.524,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
62,59,58,0.917226357215754,0.719,0.537,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
63,51,43,0.789125775392506,0.68,0.533,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
64,57,57,0.87280795845989,0.709,0.519,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
65,48,40,0.734302265489872,0.667,0.527,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
66,57,56,0.88148253423413,0.709,0.533,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
67,55,51,0.851230022595977,0.699,0.531,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
68,59,60,0.908770174294443,0.719,0.524,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
69,52,45,0.812295472585725,0.685,0.53,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
70,62,68,0.949690010161482,0.735,0.52,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
71,59,59,0.909422222574152,0.719,0.531,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
72,54,51,0.83019949151681,0.694,0.523,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
73,59,56,0.920608353756944,0.719,0.552,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
74,52,51,0.786583055000174,0.685,0.502,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
75,54,48,0.839457198406658,0.694,0.535,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
76,49,43,0.744851469716596,0.671,0.513,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
77,59,57,0.91696326388206,0.719,0.54,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
78,61,64,0.938232202564268,0.73,0.53,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
79,54,45,0.849311505052256,0.694,0.558,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
80,46,30,0.731037336496432,0.658,0.57,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
81,55,49,0.855675263097722,0.699,0.541,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
82,58,62,0.879100135527622,0.714,0.512,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
83,61,66,0.93251290743281,0.73,0.52,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
84,49,41,0.750266842226949,0.671,0.523,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
85,45,38,0.684105865764176,0.654,0.497,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
86,60,61,0.924483153013005,0.725,0.533,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
87,65,73,1,0.752,0.526,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
88,59,62,0.902861225207134,0.719,0.527,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
89,55,48,0.861568783940144,0.699,0.549,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
90,57,58,0.872867404899133,0.709,0.518,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
91,52,47,0.798250412087854,0.685,0.527,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
92,50,44,0.76287194102997,0.676,0.518,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
93,58,58,0.896247757986174,0.714,0.53,-0.0770000000000002,0.525252525252525,2,1.47474747474747,52,100,2600,0.52773,0.527728800536889,1
