"node","degree","betweenness","eigen","closeness","local.cc","sw.measure.TJHBL","density","diameter","av.pl","av.deg","nodes","edges","avg.local.cc","avg.local.transitivity","n.components"
1,47,38,0.696854056825408,0.662,0.527,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
2,44,34,0.655563499218868,0.649,0.525,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
3,45,33,0.679208239509269,0.654,0.547,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
4,35,22,0.513206707298311,0.613,0.511,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
5,49,40,0.73479958412466,0.671,0.528,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
6,51,47,0.748996468007276,0.68,0.512,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
7,50,41,0.752055784950687,0.676,0.54,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
8,41,29,0.604525398024952,0.637,0.53,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
9,43,32,0.643810401836278,0.645,0.52,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
10,56,54,0.834489245414771,0.704,0.525,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
11,44,35,0.65345178089079,0.649,0.516,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
12,51,43,0.763845236042632,0.68,0.533,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
13,47,37,0.703004542336494,0.662,0.548,-0.0772857142857144,0.525252525252525,2,1.47474747474747,52,100,2600,0.52787,0.527874833635783,1
