"node","degree","betweenness","eigen","closeness","local.cc","sw.measure.TJHBL","density","diameter","av.pl","av.deg","nodes","edges","avg.local.cc","avg.local.transitivity","n.components"
1,46,36,0.717806740903779,0.658,0.522,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
2,45,35,0.698193802309844,0.654,0.516,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
3,48,42,0.738889452179948,0.667,0.5,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
4,47,41,0.719428987868864,0.662,0.51,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
5,44,33,0.685172746749692,0.649,0.518,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
6,51,47,0.781266251154682,0.68,0.516,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
7,47,37,0.729628961632991,0.662,0.531,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
8,50,43,0.776119683332161,0.676,0.522,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
9,54,50,0.837744433247125,0.694,0.532,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
10,51,47,0.787632023654769,0.68,0.506,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
11,43,31,0.675343487094503,0.645,0.532,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
12,47,41,0.717160294340224,0.662,0.505,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
13,54,49,0.84493018118949,0.694,0.531,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
14,51,49,0.783166060634281,0.68,0.493,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
15,52,46,0.811868440503213,0.685,0.521,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
16,45,36,0.691890048717472,0.654,0.515,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
17,54,51,0.838330609114443,0.694,0.517,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
18,50,43,0.774325828619376,0.676,0.531,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
19,46,36,0.716892105478602,0.658,0.528,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
20,61,66,0.946305171770004,0.73,0.515,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
21,50,43,0.772624641023178,0.676,0.524,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
22,55,55,0.843132209895602,0.699,0.514,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
23,45,36,0.693981593082844,0.654,0.509,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
24,56,54,0.87272410703952,0.704,0.527,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
25,52,49,0.800658301803339,0.685,0.511,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
26,51,45,0.792790402686739,0.68,0.522,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
27,43,29,0.676084921761729,0.645,0.551,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
28,52,44,0.81675228453294,0.685,0.538,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
29,52,49,0.805909539036493,0.685,0.508,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
30,48,37,0.75271274707845,0.667,0.549,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
31,52,46,0.81013267196462,0.685,0.523,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
32,44,36,0.674218852971775,0.649,0.505,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
33,54,49,0.841606182300751,0.694,0.53,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
34,55,54,0.845162426531792,0.699,0.524,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
35,48,40,0.741241749200414,0.667,0.522,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
36,49,40,0.770301285150729,0.671,0.532,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
37,51,45,0.792511822738835,0.68,0.522,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
38,54,52,0.836242645088198,0.694,0.514,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
39,50,46,0.765980127030066,0.676,0.5,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
40,54,51,0.834151053024362,0.694,0.527,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
41,49,41,0.768427564997194,0.671,0.531,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
42,53,48,0.829034062345702,0.69,0.525,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
43,46,34,0.725823274796186,0.658,0.539,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
44,57,57,0.880220887169492,0.709,0.519,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
45,51,48,0.777164830985638,0.68,0.509,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
46,57,57,0.880743648667798,0.709,0.522,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
47,50,40,0.784990188989226,0.676,0.546,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
48,53,49,0.819916000978439,0.69,0.524,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
49,60,63,0.926438065984338,0.725,0.521,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
50,49,40,0.770623611080498,0.671,0.521,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
51,46,34,0.723304776907899,0.658,0.546,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
52,55,54,0.848201398214314,0.699,0.513,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
53,46,39,0.705592108593224,0.658,0.5,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
54,54,46,0.853975667636538,0.694,0.544,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
55,58,58,0.903172701310717,0.714,0.529,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
56,48,35,0.768126077801858,0.667,0.556,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
57,52,44,0.808078058012787,0.685,0.544,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
58,55,51,0.856038267479096,0.699,0.527,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
59,48,38,0.74884502037502,0.667,0.537,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
60,48,40,0.737988542139292,0.667,0.523,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
61,51,45,0.790237876532184,0.68,0.528,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
62,49,41,0.764085193299533,0.671,0.521,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
63,49,42,0.762870863303141,0.671,0.518,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
64,54,50,0.841759359608379,0.694,0.528,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
65,56,54,0.870320260277632,0.704,0.526,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
66,60,64,0.929170795487343,0.725,0.517,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
67,50,46,0.767099251158093,0.676,0.504,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
68,51,44,0.796303714872646,0.68,0.533,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
69,52,45,0.815213421203705,0.685,0.534,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
70,59,58,0.922684348710591,0.719,0.533,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
71,57,58,0.885067261796881,0.709,0.513,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
72,58,57,0.904990750438876,0.714,0.531,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
73,49,42,0.759918099099216,0.671,0.523,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
74,54,48,0.843749431992429,0.694,0.537,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
75,52,44,0.816285717624331,0.685,0.537,-0.0687551020408164,0.525252525252525,2,1.47474747474747,52,100,2600,0.52369,0.523648604508158,1
